0.006980,0
0.022984,0
0.030984,8
0.038984,5
0.046984,4
0.054984,12
0.062988,0
0.070984,13
0.078988,0
0.086992,13
0.094988,1
0.102992,8
0.110992,9
0.118988,0
0.126992,12
0.134996,0
0.142996,13
0.150996,0
0.158996,12
0.166996,5
0.175000,4
0.183000,9
0.191000,1
0.199004,13
0.207000,0
0.215000,12
0.223004,0
0.231000,8
0.239008,5
0.247008,4
0.255008,12
0.263008,0
0.271004,13
0.279012,0
0.287008,13
0.295012,1
0.303012,8
0.311012,9
0.319016,0
0.327012,12
0.335012,0
0.343020,13
0.351016,0
0.359016,12
0.367020,5
0.375016,4
0.383020,9
0.391020,1
0.399024,13
0.407020,0
0.415024,12
0.423024,0
0.431024,8
0.439028,5
0.447028,4
0.455028,12
0.463028,0
0.471028,13
0.479032,0
0.487032,13
0.495032,1
0.503032,8
0.511032,9
0.519032,0
0.527036,12
0.535040,0
0.543040,13
0.551040,0
0.559044,12
0.567040,5
0.575040,4
0.583040,9
0.591040,1
0.599044,13
0.607044,0
0.615048,12
0.623048,0
0.631044,8
0.639044,5
0.647048,4
0.655052,12
0.663048,0
0.671048,13
0.679048,0
0.687060,13
0.695056,1
0.703052,8
0.711052,9
0.719056,0
0.727056,12
0.735056,0
0.743056,13
0.751056,0
0.759060,12
0.767064,5
0.775064,4
0.783060,9
0.791064,1
0.799064,13
0.807064,0
0.815064,12
0.823068,0
0.831068,8
0.839068,5
0.847072,4
0.855072,12
0.863072,0
0.871072,13
0.879072,0
0.887076,13
0.895076,1
0.903076,8
0.911076,9
0.919076,0
0.927076,12
0.935080,0
0.943080,13
0.951076,0
0.959080,12
0.967084,5
0.975080,4
0.983084,9
0.991084,1
0.999084,13
1.007084,0
1.015084,12
1.023088,0
1.031088,8
1.039088,5
1.047092,4
1.055088,12
1.063092,0
1.071092,13
1.079092,0
1.087096,13
1.095092,1
1.103092,8
1.111096,9
1.119100,0
1.127096,12
1.135096,0
1.143096,13
1.151104,0
1.159104,12
1.167100,5
1.175104,4
1.183104,9
1.191104,1
1.199104,13
1.207108,0
1.215108,12
1.223104,0
1.231108,8
1.239108,5
1.247112,4
1.255112,12
1.263112,0
1.271112,13
1.279116,0
1.287120,13
1.295112,1
1.303116,8
1.311120,9
1.319120,0
1.327120,12
1.335120,0
1.343120,13
1.351124,0
1.359124,12
1.367124,5
1.375124,4
1.383124,9
1.391128,1
1.399128,13
1.407124,0
1.415128,12
1.423128,0
1.431132,8
1.439132,5
1.447132,4
1.455132,12
1.463132,0
1.471136,13
1.479136,0
1.487136,13
1.495136,1
1.503136,8
1.511136,9
1.519136,0
1.527140,12
1.535140,0
1.543140,13
1.551140,0
1.559144,12
1.567144,5
1.575144,4
1.583144,9
1.591148,1
1.599144,13
1.607148,0
