0.006388,9
0.022372,8
0.030368,7
0.038364,6
0.046360,5
0.054348,5
0.062344,4
0.070340,3
0.078328,2
0.086328,1
0.094320,1
0.102312,0
0.110304,15
0.118300,14
0.126296,13
0.134288,13
0.142280,12
0.150272,11
0.158268,10
0.166260,9
0.174252,9
0.182248,8
0.190244,7
0.198236,6
0.206228,5
0.214224,4
0.222216,4
0.230212,3
0.238208,2
0.246200,1
0.254192,0
0.262184,0
0.270180,15
0.278172,14
0.286168,13
0.294164,13
0.302156,12
0.310144,11
0.318140,10
0.326136,9
0.334128,8
0.342120,8
0.350116,7
0.358112,6
0.366108,5
0.374096,4
0.382092,4
0.390084,3
0.398076,2
0.406072,1
0.414068,0
0.422060,0
0.430056,15
0.438048,14
0.446044,13
0.454036,12
0.462024,12
0.470024,11
0.478012,10
0.486008,9
0.494004,8
0.501996,8
0.509992,7
0.517984,6
0.525976,5
0.533972,4
0.541968,3
0.549960,3
0.557952,2
0.565948,1
0.573940,0
0.581932,0
0.589928,15
0.597920,14
0.605916,13
0.613916,12
0.621900,12
0.629896,11
0.637888,10
0.645880,9
0.653876,8
0.661872,8
0.669864,7
0.677856,6
0.685852,5
0.693848,4
0.701836,3
0.709832,3
0.717828,2
0.725820,1
0.733812,0
0.741804,0
0.749800,15
0.757796,14
0.765788,13
0.773784,12
0.781776,12
0.789768,11
0.797764,10
0.805756,9
0.813748,8
0.821744,7
0.829740,6
0.837732,6
0.845724,5
0.853720,4
0.861720,3
0.869708,2
0.877700,2
0.885696,1
0.893688,0
0.901684,0
0.909676,14
0.917668,14
0.925664,13
0.933660,12
0.941652,11
0.949644,11
0.957636,10
0.965632,9
0.973624,8
0.981616,7
0.989612,6
0.997608,6
1.005600,5
1.013596,4
1.021588,3
1.029580,2
1.037576,2
1.045568,1
1.053564,0
1.061556,0
1.069548,14
1.077544,14
1.085536,13
1.093532,12
1.101520,11
1.109524,10
1.117512,10
1.125508,9
1.133500,8
1.141492,7
1.149484,6
1.157480,6
1.165472,5
1.173464,4
1.181460,3
1.189452,2
1.197448,1
1.205440,1
1.213436,0
1.221428,0
1.229424,14
1.237416,14
1.245412,13
1.253404,12
1.261400,11
1.269388,10
1.277384,10
1.285380,9
1.293376,8
1.301368,7
1.309360,6
1.317352,5
1.325348,5
1.333344,4
1.341336,3
1.349328,2
1.357328,1
1.365312,1
1.373312,0
1.381304,15
1.389296,14
1.397292,14
1.405284,13
1.413280,12
1.421268,11
1.429264,10
1.437260,9
1.445252,9
1.453244,8
1.461240,7
1.469232,6
1.477228,5
1.485220,5
1.493212,4
1.501208,3
1.509200,2
1.517196,1
1.525188,1
1.533184,0
1.541180,15
1.549172,14
1.557164,13
1.565160,13
1.573152,12
1.581144,11
1.589136,10
1.597132,9
1.605132,9
1.613124,8
1.621112,7
1.629104,6
1.637104,5
1.645096,4
1.653088,4
1.661084,3
1.669072,2
1.677072,1
1.685064,0
1.693060,0
1.701048,15
1.709044,14
1.717036,13
1.725032,13
1.733028,12
1.741020,11
1.749012,10
1.757004,9
1.765000,9
1.772996,8
1.780988,7
1.788984,6
1.796972,5
1.804972,4
1.812960,4
1.820956,3
1.828948,2
1.836940,1
1.844940,0
1.852936,0
1.860924,15
1.868916,14
1.876908,13
1.884908,12
1.892900,12
1.900892,11
1.908884,10
1.916880,9
1.924876,8
1.932864,8
1.940864,7
1.948856,6
1.956848,5
1.964844,4
1.972836,4
1.980832,3
1.988824,2
1.996816,1
2.004808,0
2.012804,0
2.020796,15
2.028792,14
2.036784,13
2.044776,12
2.052776,12
2.060764,11
2.068760,10
2.076752,9
2.084748,8
2.092744,8
2.100732,7
2.108732,6
2.116724,5
2.124716,4
2.132712,3
2.140700,3
2.148700,2
2.156692,1
2.164684,0
2.172676,0
2.180672,15
2.188664,14
2.196660,13
2.204652,12
2.212644,12
2.220640,11
2.228632,10
2.236628,9
2.244620,8
2.252616,8
2.260612,7
2.268600,6
2.276596,5
2.284592,4
2.292584,3
2.300576,2
2.308568,2
2.316564,1
2.324560,0
2.332552,0
2.340544,14
2.348540,14
2.356532,13
2.364528,12
2.372524,11
2.380512,11
2.388512,10
2.396500,9
2.404496,8
2.412488,7
2.420484,6
2.428476,6
2.436472,5
2.444460,4
2.452456,3
2.460452,2
2.468444,2
2.476436,1
2.484432,0
2.492424,0
2.500420,14
2.508416,14
2.516404,13
2.524396,12
2.532396,11
2.540388,10
2.548384,10
2.556376,9
2.564372,8
2.572364,7
2.580360,6
2.588348,6
2.596344,5
2.604340,4
2.612328,3
2.620324,2
2.628320,2
2.636316,1
2.644308,0
2.652300,0
2.660292,14
2.676280,13
2.684272,12
2.692268,11
2.700264,10
2.708256,10
2.716248,9
2.724244,8
2.732236,7
2.740228,6
2.748224,5
2.756216,5
2.764212,4
2.772204,3
2.780200,2
2.788192,1
2.796188,1
2.804180,0
2.812176,0
2.820164,14
2.828160,14
2.836156,13
2.844148,12
2.852144,11
2.860136,10
2.868132,10
2.876124,9
2.884120,8
2.892112,7
2.900104,6
2.908100,5
2.916092,5
2.924084,4
2.932080,3
2.940068,2
2.948068,1
2.956056,1
2.964052,0
2.972048,15
2.980040,14
2.988036,13
2.996028,13
3.004024,12
3.012016,11
3.020008,10
3.028000,9
3.035996,9
3.043992,8
3.051980,7
3.059976,6
3.067972,5
3.075964,5
3.083956,4
3.091952,3
3.099948,2
3.107940,1
3.115936,1
3.123924,0
3.131924,15
3.139912,14
3.147908,13
3.155904,13
3.163896,12
3.171892,11
3.179884,10
3.187876,9
3.195868,9
3.203860,8
3.211860,7
3.219852,6
3.227844,5
3.235840,4
3.243832,4
3.251824,3
3.259816,2
3.267812,1
3.275808,0
3.283804,0
3.291792,15
3.299788,14
3.307784,13
3.315772,13
3.323768,12
3.331764,11
3.339756,10
3.347752,9
3.355744,8
3.363736,8
3.371728,7
3.379732,6
3.387720,5
3.395712,4
3.403704,4
3.411696,3
3.419696,2
3.427688,1
3.435680,0
3.443672,0
3.451672,15
3.459660,14
3.467656,13
3.475648,12
3.483644,12
3.491636,11
3.499632,10
3.507620,9
3.515620,8
3.523612,8
3.531608,7
3.539600,6
3.547592,5
3.555588,4
3.563580,3
3.571576,3
3.579568,2
3.587564,1
3.595556,0
3.603548,0
3.611544,15
3.619536,14
3.627536,13
3.635524,12
3.643516,12
3.651508,11
3.659504,10
3.667500,9
3.675488,8
3.683484,8
3.691480,7
3.699472,6
3.707464,5
3.715460,4
3.723456,3
3.731448,3
3.739440,2
3.747432,1
3.755428,0
3.763424,0
3.771416,15
3.779408,14
3.787404,13
3.795400,12
3.803392,12
3.811384,11
3.819380,10
3.827368,9
3.835364,8
3.843356,7
3.851352,6
3.859344,6
3.867340,5
3.875340,4
3.883324,3
3.891324,2
3.899316,2
3.907308,1
3.915304,0
3.923296,0
3.931292,14
3.939284,14
3.947276,13
3.955268,12
3.963264,11
3.971260,11
3.979252,10
3.987244,9
3.995240,8
4.003232,7
4.011224,6
4.019224,6
4.027212,5
4.035208,4
4.043204,3
4.051196,2
4.059192,2
4.067180,1
4.075176,0
4.083168,0
4.091164,14
4.099160,14
4.107148,13
4.115144,12
4.123144,11
4.131136,10
4.139124,10
4.147116,9
4.155116,8
4.163108,7
4.171096,6
4.179092,6
4.187088,5
4.195084,4
4.203076,3
4.211072,2
4.219060,1
4.227056,1
4.235052,0
4.243040,0
4.251036,14
4.259032,14
4.267024,13
4.275020,12
4.283012,11
4.291008,10
4.299000,10
4.306992,9
4.314984,8
4.322984,7
4.330972,6
4.338972,5
4.346960,5
4.354956,4
4.362952,3
4.370940,2
4.378936,1
4.386928,1
4.394924,0
4.402920,15
4.410912,14
4.418908,14
4.426896,13
4.434892,12
4.442888,11
4.450876,10
4.458872,9
4.466868,9
4.474860,8
4.482852,7
4.490848,6
4.498840,5
4.506836,5
4.514828,4
4.522824,3
4.530812,2
4.538808,1
4.546804,1
4.554796,0
4.562792,15
4.570784,14
4.578776,13
4.586772,13
4.594768,12
4.602756,11
4.610752,10
4.618748,9
4.626744,9
4.634736,8
4.642728,7
4.650720,6
4.658720,5
4.666708,4
4.674704,4
4.682696,3
4.690688,2
4.698684,1
4.706680,0
4.714672,0
4.722664,15
4.730656,14
4.738652,13
4.746648,13
4.754640,12
4.762632,11
4.770628,10
4.778620,9
4.786616,9
4.794604,8
4.802600,7
4.810596,6
4.818588,5
4.826580,4
4.834576,4
4.842568,3
4.850564,2
4.858556,1
4.866552,0
4.874540,0
4.882540,15
4.890532,14
4.898524,13
4.906528,12
4.914512,12
4.922504,11
4.930500,10
4.938492,9
4.946488,8
4.954480,8
4.962472,7
4.970468,6
4.978464,5
4.986456,4
4.994448,4
5.002444,3
5.010440,2
5.018432,1
5.026424,0
5.034416,0
5.042412,15
5.050404,14
5.058400,13
5.066392,12
5.074388,12
5.082384,11
5.090376,10
5.098368,9
5.106364,8
5.114356,8
5.122348,7
5.130340,6
5.138336,5
5.146332,4
5.154328,3
5.162316,3
5.170308,2
5.178304,1
5.186296,0
5.194292,0
5.202284,15
5.210280,14
5.218272,13
5.226268,12
5.234260,12
5.242252,11
5.250248,10
5.258240,9
5.266232,8
5.274228,8
5.282220,7
5.290220,6
5.298208,5
5.306204,4
5.314200,3
5.322192,3
5.338180,1
5.346172,0
5.354164,0
5.362160,14
5.370152,14
5.378148,13
5.386144,12
5.394136,11
5.402132,11
5.410124,10
5.418112,9
5.426108,8
5.434104,7
5.442096,6
5.450092,6
5.458084,5
5.466080,4
5.474068,3
5.482064,2
5.490060,2
5.498052,1
5.506044,0
5.514040,0
5.522036,14
5.530028,14
5.538020,13
5.546016,12
5.554012,11
5.562004,10
5.569996,10
5.577988,9
5.585984,8
5.593976,7
5.601968,6
5.609960,6
5.617956,5
5.625952,4
5.633948,3
5.641936,2
5.649936,2
5.657928,1
5.665920,0
5.673916,0
